"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N"
"id","Geographic Area Name"," !!Total:"," !!Total:!!Population of one race:"," !!Total:!!Population of one race:!!White alone"," !!Total:!!Population of one race:!!Black or African American alone"," !!Total:!!Population of one race:!!American Indian and Alaska Native alone"," !!Total:!!Population of one race:!!Asian alone"," !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Population of one race:!!Some Other Race alone"," !!Total:!!Population of two or more races:"," !!Total:!!Population of two or more races:!!Population of two races:"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Black or African American"," !!Total:!!Population of two or more races:!!Population of two races:!!White; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of six races:"," !!Total:!!Population of two or more races:!!Population of six races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"
"1400000US48201100001","Census Tract 1000.01, Harris County, Texas","6543","5870","3896","1185","29","519","1","240","673","646","43","47","77","4","436","4","7","0","10","0","0","6","5","6","1","19","4","4","0","0","0","0","4","0","5","0","0","2","0","0","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0","0","0","0"
"1400000US48201210400","Census Tract 2104, Harris County, Texas","4167","3151","1040","833","60","36","1","1181","1016","1007","45","26","4","0","881","3","2","0","20","0","0","7","6","12","1","9","1","1","0","1","1","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201210500","Census Tract 2105, Harris County, Texas","5370","4103","1660","498","90","41","7","1807","1267","1227","22","20","13","0","1107","3","3","0","30","0","0","21","0","2","6","39","1","7","0","0","0","0","26","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201210600","Census Tract 2106, Harris County, Texas","5165","3711","1957","114","71","85","0","1484","1454","1418","16","35","8","0","1317","1","2","0","12","0","0","26","0","1","0","35","2","0","0","7","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201210700","Census Tract 2107, Harris County, Texas","2293","1759","489","336","28","24","0","882","534","513","12","19","2","0","464","0","1","0","9","0","0","6","0","0","0","15","3","1","0","4","0","0","3","1","1","0","0","0","0","2","0","0","0","0","0","0","6","0","0","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201210800","Census Tract 2108, Harris County, Texas","2623","2254","448","840","33","8","0","925","369","359","22","0","9","0","301","4","3","0","15","0","0","4","1","0","0","10","4","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201210900","Census Tract 2109, Harris County, Texas","1616","1474","125","987","12","23","0","327","142","129","11","4","3","0","74","6","4","0","21","0","0","3","1","2","0","11","0","1","0","1","0","0","4","0","0","0","0","0","0","0","2","3","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201211000","Census Tract 2110, Harris County, Texas","1973","1738","204","1002","28","11","0","493","235","222","26","1","2","0","167","6","1","0","10","0","0","9","0","0","0","12","4","0","0","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201211101","Census Tract 2111.01, Harris County, Texas","3047","2419","330","1211","38","7","3","830","628","610","26","12","0","2","515","4","1","0","30","1","1","18","0","0","0","8","0","1","0","1","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","8","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0"
"1400000US48201211102","Census Tract 2111.02, Harris County, Texas","2477","2049","346","892","18","1","0","792","428","419","19","1","3","0","349","5","0","0","17","0","0","18","0","6","1","8","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201211200","Census Tract 2112, Harris County, Texas","2988","2548","327","1535","32","6","2","646","440","433","22","12","3","0","331","33","4","0","19","0","0","8","1","0","0","7","0","0","0","2","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201211301","Census Tract 2113.01, Harris County, Texas","2680","2379","247","1645","49","8","4","426","301","294","49","6","0","0","163","11","0","0","57","3","0","1","0","3","1","5","0","0","0","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US48201211302","Census Tract 2113.02, Harris County, Texas","2594","2292","312","1498","18","8","1","455","302","285","24","10","1","1","170","8","1","3","52","2","0","9","0","3","1","15","1","1","0","0","1","4","3","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US48201211400","Census Tract 2114, Harris County, Texas","4257","3772","881","2136","31","135","2","587","485","466","41","4","24","2","316","7","3","1","57","0","1","9","0","1","0","13","1","0","0","1","1","0","9","0","0","0","0","0","0","0","1","0","0","0","0","0","6","1","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201211501","Census Tract 2115.01, Harris County, Texas","3164","2238","1001","24","45","7","2","1159","926","898","1","10","3","0","842","0","4","0","0","0","0","37","0","0","1","27","1","0","0","3","2","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201211502","Census Tract 2115.02, Harris County, Texas","2799","1814","661","267","56","2","0","828","985","965","5","5","5","0","891","1","0","0","42","0","0","13","0","3","0","20","5","1","0","3","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201211600","Census Tract 2116, Harris County, Texas","2845","2007","685","484","34","20","0","784","838","822","7","4","1","2","767","3","3","0","9","1","0","24","0","0","1","12","0","0","0","4","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201211700","Census Tract 2117, Harris County, Texas","3732","3352","411","2021","47","2","0","871","380","369","26","9","0","0","285","30","2","1","12","0","0","0","0","3","1","9","5","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US48201211900","Census Tract 2119, Harris County, Texas","4717","3130","1436","50","63","9","0","1572","1587","1549","13","16","0","0","1479","2","0","1","7","0","0","30","0","1","0","38","4","1","0","8","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201212300","Census Tract 2123, Harris County, Texas","5027","3695","1343","544","66","69","0","1673","1332","1295","16","25","8","3","1195","4","4","0","9","0","0","26","4","1","0","35","6","5","0","0","1","0","20","0","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201212400","Census Tract 2124, Harris County, Texas","2947","1932","830","157","58","3","0","884","1015","998","5","10","4","0","944","2","0","0","20","0","0","6","2","5","0","16","0","2","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201212500","Census Tract 2125, Harris County, Texas","3792","3364","422","2017","37","7","0","881","428","412","17","1","0","0","358","7","3","0","17","0","0","9","0","0","0","13","3","0","0","4","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201220100","Census Tract 2201, Harris County, Texas","2052","1776","267","873","18","5","0","613","276","269","12","7","3","0","219","0","1","0","10","0","0","14","2","1","0","5","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201220200","Census Tract 2202, Harris County, Texas","2625","1915","816","60","59","13","0","967","710","683","8","7","5","0","646","0","0","3","1","0","0","9","1","0","3","27","0","0","0","1","0","0","25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201220300","Census Tract 2203, Harris County, Texas","3972","2910","1001","58","101","15","0","1735","1062","1040","10","15","0","0","990","3","2","0","3","1","0","13","1","2","0","22","2","0","3","2","0","0","11","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201220400","Census Tract 2204, Harris County, Texas","4667","3335","1135","200","86","16","2","1896","1332","1311","21","85","1","3","1169","2","3","0","9","0","0","17","0","1","0","20","3","0","0","4","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201220500","Census Tract 2205, Harris County, Texas","4470","3489","1121","744","126","33","0","1465","981","978","23","17","8","2","872","8","4","2","25","0","0","16","0","0","1","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201220600","Census Tract 2206, Harris County, Texas","3733","2624","690","774","54","15","0","1091","1109","1100","6","33","6","0","1016","1","3","1","12","0","0","21","0","1","0","8","0","0","1","3","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201220701","Census Tract 2207.01, Harris County, Texas","3241","2620","627","939","63","5","0","986","621","606","9","12","0","0","574","2","0","0","3","0","0","3","2","1","0","15","0","0","0","7","0","0","4","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201220702","Census Tract 2207.02, Harris County, Texas","3165","2562","603","477","60","10","0","1412","603","568","4","19","3","0","509","0","0","1","2","2","0","26","1","0","1","30","0","0","0","7","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US48201220800","Census Tract 2208, Harris County, Texas","3198","2761","392","1318","28","19","0","1004","437","414","13","7","6","0","361","3","0","0","6","0","0","17","0","1","0","22","0","1","0","2","1","0","12","2","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201220900","Census Tract 2209, Harris County, Texas","1907","1550","378","297","33","20","2","820","357","347","11","15","1","0","299","0","2","0","8","0","0","5","3","2","1","9","0","0","0","3","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221000","Census Tract 2210, Harris County, Texas","4288","3235","1005","591","67","2","2","1568","1053","1036","22","25","0","0","947","1","9","1","5","1","0","24","0","1","0","17","3","0","0","6","1","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221100","Census Tract 2211, Harris County, Texas","3718","2713","1137","54","80","11","3","1428","1005","990","10","37","0","1","920","0","0","0","4","0","0","11","0","3","4","14","0","0","0","0","0","0","9","3","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221200","Census Tract 2212, Harris County, Texas","6124","4614","1569","134","114","12","1","2784","1510","1454","6","16","2","0","1359","8","0","0","8","0","0","53","0","2","0","55","0","0","0","8","0","0","38","2","4","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221301","Census Tract 2213.01, Harris County, Texas","4486","3272","1165","55","95","9","1","1947","1214","1184","6","21","7","0","1084","2","0","0","11","0","0","49","0","4","0","28","0","1","0","0","0","0","23","0","2","0","0","0","2","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221302","Census Tract 2213.02, Harris County, Texas","3684","2620","904","86","97","18","3","1512","1064","1035","6","10","6","0","981","0","0","0","12","0","0","19","1","0","0","29","0","0","0","3","3","0","22","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221400","Census Tract 2214, Harris County, Texas","5902","4548","1531","408","134","18","1","2456","1354","1328","6","8","4","0","1254","8","0","0","15","1","0","30","0","1","1","24","0","1","0","6","0","0","14","0","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221501","Census Tract 2215.01, Harris County, Texas","4941","3591","1190","193","195","55","2","1956","1350","1321","9","18","0","0","1253","0","2","0","1","0","0","38","0","0","0","27","6","0","0","1","2","0","12","2","0","0","0","0","1","0","0","0","0","0","3","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221502","Census Tract 2215.02, Harris County, Texas","2859","2442","705","832","41","38","7","819","417","404","26","12","6","0","312","9","1","0","13","0","0","21","2","0","2","12","2","0","0","5","0","0","3","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221601","Census Tract 2216.01, Harris County, Texas","3313","2278","790","37","92","12","0","1347","1035","1017","4","9","3","0","966","0","0","0","1","0","0","27","0","5","2","18","1","3","0","3","0","0","9","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221602","Census Tract 2216.02, Harris County, Texas","5886","4561","2109","132","225","58","0","2037","1325","1287","11","19","7","0","1209","5","0","1","11","0","0","24","0","0","0","36","2","1","0","3","0","0","26","1","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1400000US48201221701","Census Tract 2217.01, Harris County, Texas","4086","3133","1088","56","71","9","0","1909","953","933","1","14","3","1","895","0","0","1","2","0","0","16","0","0","0","20","1","0","0","3","0","0","14","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221702","Census Tract 2217.02, Harris County, Texas","3574","2608","706","34","80","99","1","1688","966","947","4","6","10","0","908","0","0","0","6","0","0","13","0","0","0","19","0","0","0","4","0","0","12","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221800","Census Tract 2218, Harris County, Texas","4371","3373","1318","46","74","15","2","1918","998","979","2","10","3","0","934","1","0","0","11","0","0","16","2","0","0","19","2","0","1","4","0","0","11","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201221900","Census Tract 2219, Harris County, Texas","4684","3494","1451","90","89","13","0","1851","1190","1160","9","15","3","0","1101","0","0","1","10","0","0","20","0","0","1","24","0","0","0","10","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","6","0","0","0","0","0","0"
"1400000US48201222000","Census Tract 2220, Harris County, Texas","2290","1805","687","116","37","5","0","960","485","479","3","0","2","0","453","2","0","0","7","0","0","9","0","3","0","6","2","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201222100","Census Tract 2221, Harris County, Texas","5487","4250","1384","135","96","12","2","2621","1237","1202","4","19","0","0","1122","0","0","0","23","1","0","26","0","7","0","35","6","3","0","7","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201222200","Census Tract 2222, Harris County, Texas","3812","2886","887","326","80","30","2","1561","926","901","7","13","2","0","846","0","0","0","10","0","0","16","1","6","0","21","1","0","0","8","2","1","6","0","1","0","0","0","2","0","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US48201222300","Census Tract 2223, Harris County, Texas","4846","3405","1150","125","94","39","0","1997","1441","1433","4","26","10","0","1349","7","2","0","5","0","0","20","0","10","0","8","1","0","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201222401","Census Tract 2224.01, Harris County, Texas","3777","2725","825","33","103","72","1","1691","1052","1042","7","7","3","0","996","1","0","2","5","0","0","19","0","1","1","8","0","0","0","1","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201222402","Census Tract 2224.02, Harris County, Texas","5758","4420","1345","252","120","46","0","2657","1338","1307","8","39","2","4","1212","2","0","0","9","0","0","31","0","0","0","29","4","0","0","13","0","0","10","0","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201222501","Census Tract 2225.01, Harris County, Texas","3620","2987","620","109","82","50","5","2121","633","604","4","9","1","0","553","2","0","2","15","0","0","15","1","2","0","29","0","0","0","18","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201222502","Census Tract 2225.02, Harris County, Texas","4395","3433","983","136","104","37","1","2172","962","954","5","12","8","0","901","0","0","0","11","0","0","17","0","0","0","7","0","0","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201222504","Census Tract 2225.04, Harris County, Texas","3345","2575","470","220","41","24","7","1813","770","746","20","38","2","0","623","3","0","2","35","0","0","19","0","0","4","21","2","1","0","0","1","0","4","1","0","0","0","0","11","0","0","1","0","0","0","0","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201222505","Census Tract 2225.05, Harris County, Texas","2986","2321","670","95","66","19","0","1471","665","643","5","15","1","1","578","0","3","0","10","2","0","26","0","1","1","22","3","0","0","9","0","0","4","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201222601","Census Tract 2226.01, Harris County, Texas","2322","1617","434","271","46","67","3","796","705","695","3","8","1","0","637","1","3","0","12","0","0","27","1","2","0","8","3","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
