"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N"
"1400000US48201410501","Census Tract 4105.01, Harris County, Texas","1746","1475","1209","53","10","138","3","62","271","258","18","18","32","4","176","0","0","0","0","0","0","4","2","3","1","13","2","0","0","1","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201410502","Census Tract 4105.02, Harris County, Texas","3070","2683","2017","127","18","312","38","171","387","368","15","32","51","2","252","1","2","2","3","0","0","6","2","0","0","16","0","0","0","1","0","0","12","1","0","0","0","0","1","0","0","0","0","0","0","1","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201410601","Census Tract 4106.01, Harris County, Texas","3444","2959","1962","382","14","433","0","168","485","456","20","21","40","0","342","0","15","0","8","2","0","4","1","3","0","26","5","6","0","0","1","0","6","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0"
"1400000US48201410602","Census Tract 4106.02, Harris County, Texas","2508","2167","1496","229","17","192","96","137","341","311","17","19","21","0","237","0","5","1","4","1","0","1","3","2","0","19","0","1","0","6","1","0","9","1","0","0","0","0","0","0","0","0","0","0","0","1","10","0","0","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1400000US48201410703","Census Tract 4107.03, Harris County, Texas","2179","1960","1502","109","10","207","0","132","219","207","10","17","40","0","130","4","4","0","0","0","0","1","0","0","1","12","0","0","0","0","0","0","7","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201410704","Census Tract 4107.04, Harris County, Texas","1895","1661","1364","114","13","125","0","45","234","225","11","23","26","1","146","0","4","0","5","0","0","4","0","4","1","8","0","0","0","3","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201410705","Census Tract 4107.05, Harris County, Texas","916","807","594","50","21","79","0","63","109","100","12","5","13","0","55","0","5","1","1","1","0","4","2","0","1","6","2","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201410706","Census Tract 4107.06, Harris County, Texas","1738","1521","938","333","16","146","0","88","217","188","22","21","18","1","118","1","4","0","2","0","0","0","1","0","0","25","4","2","0","3","0","0","13","2","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201410801","Census Tract 4108.01, Harris County, Texas","2578","2234","1634","116","18","307","2","157","344","315","26","26","50","1","196","3","1","1","5","2","0","2","1","1","0","29","4","8","0","4","1","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201410802","Census Tract 4108.02, Harris County, Texas","1631","1389","1093","68","2","114","0","112","242","230","17","20","26","0","156","1","2","0","2","1","0","2","1","2","0","12","0","0","0","4","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201410900","Census Tract 4109, Harris County, Texas","3535","3093","2332","194","14","382","6","165","442","416","28","24","82","0","261","7","0","3","5","0","0","1","1","4","0","18","5","1","0","0","0","0","6","0","5","0","0","0","0","0","1","0","0","0","0","0","7","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US48201411001","Census Tract 4110.01, Harris County, Texas","1986","1782","1390","137","0","192","0","63","204","194","11","10","24","2","128","3","5","0","7","1","0","3","0","0","0","6","0","1","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US48201411002","Census Tract 4110.02, Harris County, Texas","2186","1927","1475","80","7","292","1","72","259","237","12","21","38","0","153","0","2","2","4","0","0","2","1","2","0","18","2","0","0","2","0","0","6","1","5","2","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1400000US48201411003","Census Tract 4110.03, Harris County, Texas","1614","1410","1068","83","12","190","0","57","204","195","2","18","45","0","123","0","3","0","0","0","0","3","0","1","0","8","0","0","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411100","Census Tract 4111, Harris County, Texas","3420","3092","2438","110","18","411","0","115","328","307","19","19","41","1","206","0","1","1","1","0","0","8","5","5","0","21","1","2","1","1","2","1","8","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411200","Census Tract 4112, Harris County, Texas","1759","1635","1470","21","0","108","4","32","124","123","4","12","13","0","92","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411301","Census Tract 4113.01, Harris County, Texas","2119","1794","1314","203","7","200","1","69","325","305","18","13","30","2","229","2","0","0","6","0","0","3","2","0","0","18","0","1","0","2","1","0","8","0","4","0","0","0","1","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411302","Census Tract 4113.02, Harris County, Texas","3217","2788","1932","325","7","364","1","159","429","410","15","15","37","1","314","6","1","0","15","2","0","1","0","3","0","15","5","0","0","1","1","0","6","1","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1400000US48201411400","Census Tract 4114, Harris County, Texas","2774","2561","2317","29","12","171","0","32","213","208","11","16","32","0","149","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411503","Census Tract 4115.03, Harris County, Texas","3478","3027","2147","202","19","495","0","164","451","420","25","22","65","1","287","1","5","0","2","0","0","2","4","5","1","29","2","1","0","5","3","0","8","1","8","0","0","0","1","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411504","Census Tract 4115.04, Harris County, Texas","2329","2005","1398","198","12","310","1","86","324","306","32","25","27","0","199","2","16","0","5","0","0","0","0","0","0","13","4","1","0","3","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","5","0","1","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411505","Census Tract 4115.05, Harris County, Texas","2826","2441","1802","170","2","358","1","108","385","367","22","28","51","2","249","3","3","0","6","0","0","0","2","1","0","14","3","1","0","5","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US48201411506","Census Tract 4115.06, Harris County, Texas","2273","2043","1420","185","3","343","0","92","230","206","15","16","18","3","137","2","3","1","1","2","0","0","5","3","0","18","1","1","0","4","1","0","4","1","4","0","1","0","0","0","0","1","0","0","0","0","6","1","0","1","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411507","Census Tract 4115.07, Harris County, Texas","2093","1824","1245","187","8","271","1","112","269","258","6","10","26","0","197","6","2","0","4","1","0","3","3","0","0","7","1","0","0","2","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","4","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411600","Census Tract 4116, Harris County, Texas","2933","2618","2063","185","8","295","0","67","315","291","13","16","38","0","202","1","9","1","5","0","0","1","1","4","0","19","3","0","0","2","0","0","9","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411700","Census Tract 4117, Harris County, Texas","3793","3242","1739","471","14","784","4","230","551","514","30","31","36","2","376","6","3","2","8","0","1","6","11","2","0","29","3","3","0","8","1","1","6","2","2","1","1","0","0","0","1","0","0","0","0","0","7","2","0","4","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US48201411801","Census Tract 4118.01, Harris County, Texas","3257","2860","1862","172","1","747","4","74","397","386","13","27","67","0","269","0","7","1","2","0","0","0","0","0","0","11","2","1","1","0","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411802","Census Tract 4118.02, Harris County, Texas","2758","2421","1715","152","4","430","3","117","337","326","25","22","45","0","219","7","1","0","5","0","0","1","1","0","0","11","2","0","0","5","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201411901","Census Tract 4119.01, Harris County, Texas","2079","1824","1613","45","10","117","1","38","255","239","15","12","39","0","166","0","0","0","0","0","1","3","0","3","0","14","1","0","0","2","0","0","4","3","2","0","0","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US48201411902","Census Tract 4119.02, Harris County, Texas","2135","1941","1505","154","6","220","0","56","194","185","10","12","19","0","126","0","4","1","5","0","0","5","2","1","0","9","0","0","0","2","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201412000","Census Tract 4120, Harris County, Texas","3744","3430","2936","68","7","356","1","62","314","298","19","21","64","0","184","1","4","0","2","0","0","1","2","0","0","16","2","0","0","3","1","0","2","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201412201","Census Tract 4122.01, Harris County, Texas","2882","2562","1710","138","8","640","0","66","320","303","10","26","73","2","182","0","0","0","3","0","0","7","0","0","0","17","1","1","0","2","2","0","2","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201412202","Census Tract 4122.02, Harris County, Texas","3093","2710","1863","102","7","664","0","74","383","369","28","14","82","0","220","10","6","0","3","0","0","0","0","6","0","12","4","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201412300","Census Tract 4123, Harris County, Texas","6837","6128","5091","62","12","870","2","91","709","678","17","55","165","2","428","0","2","0","3","3","0","1","0","2","0","29","4","0","0","3","0","0","7","1","14","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201412400","Census Tract 4124, Harris County, Texas","4503","4033","3424","26","7","510","3","63","470","466","10","33","134","0","283","0","1","0","1","0","0","0","0","3","1","4","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201412500","Census Tract 4125, Harris County, Texas","1835","1600","1268","65","5","238","1","23","235","220","5","9","41","0","147","4","1","1","4","0","0","0","0","8","0","15","5","0","0","0","6","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201412600","Census Tract 4126, Harris County, Texas","3885","3362","2705","42","5","560","1","49","523","498","21","29","107","1","321","0","3","0","6","0","2","4","0","4","0","23","1","0","0","4","3","0","5","1","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US48201412700","Census Tract 4127, Harris County, Texas","3370","2998","1983","82","13","831","2","87","372","357","25","19","50","2","254","0","0","0","3","0","0","2","2","0","0","15","1","2","0","3","0","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201412800","Census Tract 4128, Harris County, Texas","4905","4395","2886","46","20","1369","4","70","510","487","28","31","103","1","312","3","2","0","3","0","0","1","3","0","0","22","4","0","0","2","0","0","11","0","4","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201412901","Census Tract 4129.01, Harris County, Texas","1577","1385","620","433","4","240","0","88","192","182","13","12","14","0","127","3","2","1","3","0","0","5","0","0","2","9","2","1","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201412902","Census Tract 4129.02, Harris County, Texas","3126","2792","1506","530","3","632","5","116","334","320","21","20","37","0","222","1","1","0","16","0","0","2","0","0","0","11","3","1","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201413000","Census Tract 4130, Harris County, Texas","3507","3055","2139","197","9","616","3","91","452","430","5","19","65","0","319","1","5","3","6","0","0","3","3","1","0","21","3","0","0","8","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201413100","Census Tract 4131, Harris County, Texas","3088","2718","2198","73","15","380","3","49","370","333","17","21","47","0","239","4","0","0","0","0","0","2","2","1","0","35","0","9","0","4","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201413203","Census Tract 4132.03, Harris County, Texas","1547","1393","834","106","9","402","0","42","154","151","4","7","13","0","114","0","0","0","4","0","0","9","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201413204","Census Tract 4132.04, Harris County, Texas","1077","946","372","222","12","287","3","50","131","115","8","3","5","0","86","0","0","1","10","0","0","0","1","1","0","15","2","3","0","4","2","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201413205","Census Tract 4132.05, Harris County, Texas","1458","1229","681","127","10","361","2","48","229","217","5","1","31","1","166","0","1","0","7","2","0","3","0","0","0","11","3","0","0","4","0","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201413206","Census Tract 4132.06, Harris County, Texas","2813","2460","1254","269","7","815","6","109","353","323","30","7","39","2","231","2","0","1","7","2","0","1","1","0","0","22","11","0","0","0","1","2","5","0","1","1","0","0","1","0","0","0","0","0","0","0","6","2","0","1","1","0","0","0","0","1","1","0","0","0","0","0","2","1","1","0","0","0","0","0","0"
"1400000US48201413301","Census Tract 4133.01, Harris County, Texas","4489","4027","1964","868","18","962","3","212","462","444","36","11","67","3","288","4","2","0","26","0","0","2","2","3","0","14","4","0","0","3","1","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201413302","Census Tract 4133.02, Harris County, Texas","3209","2748","1876","171","13","578","5","105","461","429","16","31","56","0","299","0","0","0","19","5","0","2","1","0","0","32","6","0","0","7","0","0","14","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201420100","Census Tract 4201, Harris County, Texas","2773","2414","577","1124","29","312","0","372","359","345","36","7","19","1","260","5","5","1","4","0","0","3","0","4","0","8","0","0","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0","3","0","0","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201420200","Census Tract 4202, Harris County, Texas","2430","1972","842","421","15","297","0","397","458","420","21","17","17","0","327","6","1","1","9","0","0","16","1","3","1","38","10","0","0","10","0","0","14","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201420300","Census Tract 4203, Harris County, Texas","3557","3110","2105","596","13","250","1","145","447","424","22","41","44","1","291","8","2","3","4","0","0","4","4","0","0","23","2","1","0","5","1","1","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201420400","Census Tract 4204, Harris County, Texas","3487","2914","2319","148","14","222","3","208","573","544","24","50","52","0","411","4","0","1","0","1","0","0","1","0","0","27","1","2","0","7","0","0","10","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"1400000US48201420500","Census Tract 4205, Harris County, Texas","3845","2934","658","524","88","242","0","1422","911","899","4","6","5","0","843","4","0","1","8","0","0","22","0","1","5","12","3","1","0","3","1","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201420600","Census Tract 4206, Harris County, Texas","2279","1848","1257","186","16","191","4","194","431","400","15","19","24","0","321","2","8","0","8","0","0","0","1","1","1","25","7","4","0","0","0","0","8","0","6","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201420700","Census Tract 4207, Harris County, Texas","3039","2684","2103","105","8","381","1","86","355","329","41","17","61","0","195","0","1","0","9","1","0","0","3","1","0","23","9","0","0","1","0","0","8","0","4","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201420800","Census Tract 4208, Harris County, Texas","2274","2002","1445","51","5","452","2","47","272","257","22","21","44","1","162","0","4","0","0","0","0","3","0","0","0","14","2","3","0","0","0","0","4","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US48201420900","Census Tract 4209, Harris County, Texas","6386","5809","4245","104","2","1339","3","116","577","548","38","30","121","0","340","0","6","0","1","0","0","6","0","6","0","27","3","0","0","5","0","0","11","0","7","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421000","Census Tract 4210, Harris County, Texas","2567","2229","1523","65","13","552","5","71","338","318","13","13","69","0","201","0","4","1","2","1","0","0","2","12","0","16","1","0","3","1","2","0","3","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421101","Census Tract 4211.01, Harris County, Texas","3257","2712","802","814","33","481","0","582","545","519","14","8","34","2","409","13","1","0","23","2","0","9","1","2","1","22","3","1","0","9","0","0","7","0","0","0","0","0","0","0","1","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","2","0","0","0","0","0","0","0"
"1400000US48201421103","Census Tract 4211.03, Harris County, Texas","1473","1342","169","802","14","190","1","166","131","123","8","7","8","1","76","1","1","0","7","0","0","10","0","3","1","5","0","1","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US48201421104","Census Tract 4211.04, Harris County, Texas","4376","3165","689","334","116","15","0","2011","1211","1184","9","19","6","0","1061","0","1","0","26","0","0","56","0","1","5","26","1","0","0","0","0","1","14","0","0","0","0","0","1","0","0","0","0","0","0","9","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421203","Census Tract 4212.03, Harris County, Texas","1805","1490","298","409","33","151","0","599","315","304","13","7","7","2","245","1","0","0","13","0","0","12","1","3","0","9","2","0","0","1","0","0","1","1","1","0","0","1","0","0","1","1","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421204","Census Tract 4212.04, Harris County, Texas","2428","1882","333","410","99","50","3","987","546","535","11","13","3","1","480","8","0","0","15","0","0","3","1","0","0","10","1","0","0","2","0","0","3","0","0","0","2","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421205","Census Tract 4212.05, Harris County, Texas","2315","1856","333","262","86","32","1","1142","459","448","2","13","11","1","376","2","2","0","14","0","0","26","0","1","0","7","2","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","1","0","4","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421206","Census Tract 4212.06, Harris County, Texas","2054","1681","261","100","77","11","1","1231","373","364","1","3","10","2","309","1","1","0","24","0","0","11","0","1","1","7","0","0","0","2","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421301","Census Tract 4213.01, Harris County, Texas","3576","2629","438","666","57","99","0","1369","947","936","1","7","21","0","819","4","3","0","70","0","0","11","0","0","0","10","2","0","0","4","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US48201421302","Census Tract 4213.02, Harris County, Texas","4423","3989","683","837","24","1924","5","516","434","426","7","8","48","0","318","3","1","0","24","3","0","11","0","3","0","8","1","0","0","0","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421401","Census Tract 4214.01, Harris County, Texas","3517","3085","472","529","98","755","7","1224","432","419","1","22","84","0","264","5","3","0","17","1","0","9","0","8","5","13","0","0","0","6","1","0","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421402","Census Tract 4214.02, Harris County, Texas","3284","2668","534","298","72","158","5","1601","616","595","4","15","23","0","478","0","1","2","32","0","0","25","2","13","0","19","0","0","0","7","1","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1"
"1400000US48201421403","Census Tract 4214.03, Harris County, Texas","4597","3810","725","677","107","152","2","2147","787","775","5","24","25","0","677","1","0","0","16","0","0","27","0","0","0","12","0","0","0","3","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421501","Census Tract 4215.01, Harris County, Texas","3528","3014","879","564","55","224","0","1292","514","500","26","6","7","0","430","0","1","0","24","0","0","4","0","2","0","12","2","0","0","1","1","1","5","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"1400000US48201421502","Census Tract 4215.02, Harris County, Texas","2838","2576","311","1510","23","313","1","418","262","253","4","12","9","0","193","8","2","3","12","0","0","7","2","1","0","9","0","0","0","3","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421601","Census Tract 4216.01, Harris County, Texas","3112","2083","466","222","62","40","0","1293","1029","1006","2","1","12","0","936","8","0","2","19","2","0","24","0","0","0","21","0","0","0","10","0","0","7","2","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"1400000US48201421602","Census Tract 4216.02, Harris County, Texas","3409","2657","781","131","57","347","2","1339","752","741","4","19","29","0","631","0","0","0","21","0","0","33","0","3","1","11","0","4","0","3","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421700","Census Tract 4217, Harris County, Texas","4594","3861","2108","253","59","638","3","800","733","712","15","19","53","0","593","4","0","0","8","0","0","14","0","6","0","14","0","3","0","1","0","0","7","0","2","1","0","0","0","0","0","0","0","0","0","0","7","0","0","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US48201421801","Census Tract 4218.01, Harris County, Texas","3072","2685","671","1454","23","128","1","408","387","346","41","3","22","2","226","15","2","0","18","0","0","11","3","2","1","40","18","0","1","3","3","0","7","0","1","1","0","0","4","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
