GEOID,MeanIncome
17031815100,67791
17031815200,69860
17031815300,98610
17031815400,67296
17031815500,85359
17031815600,78286
17031815701,148144
17031815702,152705
17031815800,102245
17031815900,87386
17031816000,124193
17031816100,82258
17031816200,84668
17031816300,75929
17031816401,68658
17031816402,67297
17031816500,50734
17031816600,65163
17031816700,61707
17031816800,78021
17031816900,82098
17031817000,71247
17031817101,67546
17031817102,104227
17031817200,57069
17031817300,60019
17031817400,73803
17031817500,63614
17031817600,73077
17031817700,75658
17031817900,70345
17031818000,82138
17031818100,100046
17031818200,107092
17031818300,75607
17031818401,79592
17031818402,79268
17031818500,107793
17031818600,111191
17031818700,111969
17031818800,107408
17031818900,118023
17031819000,173795
17031819100,70988
17031819200,80699
17031819300,88569
17031819400,87642
17031819500,115885
17031819600,221358
17031819700,200943
17031819801,225153
17031819802,280400
17031819900,251095
17031820000,394313
17031820101,154845
17031820103,128005
17031820104,99293
17031820202,69907
17031820203,216407
17031820204,154175
17031820300,74080
17031820400,63992
17031820501,85191
17031820502,71956
17031820603,84048
17031820604,59156
17031820605,60555
17031820606,97811
17031820700,71986
17031820800,92989
17031820901,75434
17031820902,94542
17031821001,74834
17031821002,76068
17031821101,85825
17031821102,89929
17031821200,62693
17031821300,56393
17031821401,58632
17031821402,67341
17031821500,40015
17031821600,86242
17031821700,96046
17031821800,90472
17031821900,96943
17031822000,57588
17031822101,84371
17031822102,74268
17031822200,87042
17031822301,90898
17031822302,72934
17031822400,71635
17031822500,90853
17031822601,94564
17031822602,97494
17031822701,79080
17031822702,78988
17031822801,100693
17031822802,97095
17031822900,74737
17031823001,61197
17031823002,66632
17031823101,69648
17031823102,72107
17031823200,78289
17031823302,59415
17031823303,81236
17031823304,65454
17031823400,58214
17031823500,84475
17031823602,76535
17031823603,57471
17031823604,120975
17031823605,97973
17031823702,86866
17031823703,62733
17031823704,106064
17031823705,85241
17031823801,140981
17031823803,84843
17031823805,69960
17031823806,65711
17031823901,124263
17031823903,123748
17031823904,123193
17031824003,115936
17031824004,119773
17031824005,140738
17031824006,151929
17031824105,123964
17031824106,103823
17031824107,101787
17031824113,124850
17031824114,140368
17031824115,81143
17031824116,86895
17031824119,117389
17031824121,89932
17031824122,145441
17031824123,94658
17031824124,79107
17031824125,114391
17031824126,131608
17031824127,108840
17031824128,120992
17031824129,130360
17031824300,49144
17031824400,50891
17031824503,87197
17031824505,79319
17031824507,82286
17031824508,69426
17031824509,104561
17031824601,92826
17031824602,88910
17031824701,69012
17031824702,69978
17031824800,56282
17031824900,62354
17031825000,80819
17031825200,79079
17031825302,104796
17031825303,84809
17031825304,93139
17031825400,83077
17031825501,74535
17031825503,58270
17031825504,73532
17031825505,71884
17031825600,63443
17031825700,58788
17031825801,56118
17031825802,71679
17031825803,58478
17031825900,69607
17031826000,54530
17031826100,53192
17031826201,54296
17031826202,53324
17031826301,69104
17031826303,67053
17031826304,52638
17031826401,59964
17031826402,58579
17031826500,53575
17031826600,52543
17031826700,53276
17031826800,51004
17031826901,42654
17031826902,47710
17031827000,56635
17031827100,36483
17031827200,63900
17031827300,43663
17031827400,43312
17031827500,59415
17031827600,52701
17031827700,54872
17031827801,69569
17031827802,86540
17031827804,76043
17031827805,85909
17031827901,100940
17031827902,90407
17031828000,68013
17031828100,68059
17031828201,84884
17031828202,76702
17031828300,68614
17031828401,81243
17031828402,64239
17031828503,58131
17031828504,57825
17031828505,78929
17031828507,87932
17031828508,58636
17031828601,96416
17031828602,113345
17031828701,75786
17031828702,68922
17031828801,133773
17031828802,90569
17031828900,55535
17031829000,33561
17031829100,46298
17031829200,60054
17031829301,89322
17031829302,50932
17031829401,45659
17031829402,50607
17031829500,48155
17031829600,65295
17031829700,64528
17031829800,137720
17031829902,128302
17031829903,78046
17031829904,97872
17031830001,52483
17031830003,102042
17031830004,113302
17031830005,116614
17031830006,58020
17031830007,57279
17031830008,100488
17031830100,91258
17031830201,61253
17031830202,97899
17031830300,49593
17031830400,60416
17031830500,52638
17031830600,74801
17031830700,80927
17031830800,97979
17031830900,143347
17031831000,203479
17031831100,92539
17031831200,79445
17031831300,78190
17031831400,43451
17031831500,69985
17031831600,83472
17031831700,77713
17031831800,80917
17031831900,190824
17031832000,151968
17031832100,103919
17031832200,169608
17031832300,149831
17031832400,148090
17031832500,207425
17031832600,260865
17031832900,107610
17031833000,174217
17031833100,156812
17031833300,114449
17031833900,54334
17031834000,51005
17031834200,80809
17031834300,68653
17031834400,67825
17031834500,46986
17031834600,45869
17031834700,45589
17031834800,32748
17031834900,24344
17031835000,50518
17031835100,56463
17031835200,80080
17031835500,26516
17031835600,23678
17031835800,71840
17031836000,101503
17031836100,34115
17031836200,215610
17031836300,66919
17031836400,54402
17031836500,89363
17031836600,67667
17031836700,54259
17031836800,24388
17031836900,39393
17031837000,45950
17031837100,42452
17031837300,34256
17031837400,50352
17031837800,68706
17031838000,54264
17031838100,67426
17031838200,187542
17031838300,133694
17031838600,29161
17031838700,32319
17031838800,48155
17031839000,118218
17031839100,151704
17031839200,65607
17031839500,73031
17031839600,60119
17031839700,96054
17031839800,76188
17031839900,89747
17031840000,115435
17031840100,67709
17031840200,65914
17031840300,88782
17031840400,65160
17031840700,73598
17031840800,49275
17031841000,95119
17031841100,64050
17031841200,62606
17031841300,80039
17031841500,40630
17031841700,35032
17031841800,50013
17031841900,132275
17031842000,126982
17031842100,47734
17031842200,123906
17031842300,159528
17031842400,61198
17031842500,21704
17031842600,93803
17031842800,46574
17031842900,55819
17031843000,33572
17031843100,53000
17031843200,70914
17031843300,66149
17031843400,33822
17031843500,43878
17031843600,60962
17031843700,204726
17031843800,71232
17031843900,56631
17031844600,62895
17031844700,45058
17031980000,-
17031980100,-
17031990000,-
17033880100,85994
17033880200,67373
17033880300,65534
17033880400,53013
17033880500,67641
17033880600,73068
17035972400,60581
17035972500,75425
17035972600,79009
17037000100,88714
17037000200,91516
17037000300,102271
17037000401,91645
17037000402,111055
17037000500,76256
17037000600,79411
17037000700,82292
17037000800,82723
17037000900,91977
17037001002,27971
17037001003,28222
17037001004,92544
17037001300,66432
17037001400,82374
17037001500,57098
17037001600,89211
17037001700,90186
17037001800,84804
17037001900,95677
17037002000,87729
17037002100,69868
17037002200,33145
17039971400,64764
17039971500,83756
17039971600,83283
17039971700,60759
17039971800,62956
17041952000,77023
17041952100,68236
17041952200,73687
17041952300,74645
17041952400,70735
17043840000,76797
17043840101,94714
17043840102,97890
17043840103,103904
17043840104,72260
17043840201,148055
17043840202,110901
17043840303,73529
17043840304,95451
17043840600,139902
17043840703,77525
17043840704,68585
17043840705,119435
17043840706,104652
17043840801,58386
17043840802,83006
17043840901,110043
17043840904,64328
17043840906,59867
17043840907,89010
17043840908,100521
17043840910,84866
17043840911,100814
17043841002,121742
17043841003,90642
17043841004,106976
17043841102,88220
17043841103,106481
17043841104,110877
17043841108,89039
17043841109,100884
17043841110,97194
17043841111,101433
17043841112,168141
17043841113,134410
17043841114,109615
17043841204,93408
17043841205,125715
17043841206,98980
17043841207,91901
17043841208,82611
17043841209,114749
17043841210,84050
17043841307,125247
17043841308,145339
17043841310,176574
17043841312,88991
17043841313,89050
17043841314,126066
17043841315,87028
17043841316,128706
17043841318,119337
17043841320,84769
17043841321,120052
17043841322,104026
17043841323,98396
17043841324,135630
17043841325,117774
17043841326,151509
17043841327,149759
17043841401,110437
17043841403,123489
17043841404,150962
17043841501,83061
17043841503,106904
17043841504,72211
17043841603,102933
17043841604,103942
17043841605,107571
17043841606,117475
17043841607,101932
17043841704,158018
17043841705,110623
17043841706,98498
17043841707,78567
17043841708,66318
17043841801,140877
17043841802,150157
17043841901,190073
17043841902,120008
17043842000,235856
17043842100,167615
17043842200,156892
17043842300,193295
17043842400,119890
17043842500,157542
17043842601,194887
17043842602,216508
17043842603,127035
17043842604,106115
17043842605,148403
17043842702,137901
17043842703,146546
17043842704,89495
17043842706,150357
17043842708,204590
17043842709,112167
17043842710,92668
17043842711,156406
17043842800,164746
17043842900,198129
17043843000,159165
17043843100,76022
17043843200,88260
17043843301,90088
17043843302,110818
17043843400,129326
17043843500,105583
17043843601,100283
17043843602,104788
17043843700,107589
17043843800,101210
17043843900,176472
17043844001,179620
17043844002,258047
17043844100,181257
17043844201,113835
17043844202,127508
17043844304,98826
17043844305,84383
17043844306,73903
17043844307,94603
17043844308,79569
17043844309,111182
17043844310,86680
17043844401,160510
17043844402,180815
17043844501,92913
17043844502,129078
17043844601,167030
17043844602,115326
17043844701,102924
17043844702,235998
17043844801,162586
17043844802,140234
17043844901,128217
17043844902,163535
17043845000,124549
17043845100,214312
17043845200,323703
17043845300,462957
17043845401,280092
17043845402,163123
17043845502,95303
17043845505,128435
17043845506,79633
17043845507,136602
17043845508,102910
17043845509,188254
17043845510,101260
17043845601,110755
17043845602,121099
17043845701,140120
17043845702,157919
17043845703,103125
17043845704,86430
17043845802,102098
17043845803,104059
17043845805,122148
17043845807,146258
17043845808,154206
17043845809,138940
17043845810,83716
17043845811,93408
17043845901,224223
17043845902,197552
17043846002,94518
17043846003,106031
17043846004,92212
17043846102,93224
17043846103,151879
17043846104,154559
17043846105,179713
17043846106,173391
17043846201,125701
17043846202,133310
17043846203,159216
17043846205,200366
17043846206,129799
17043846207,172134
17043846208,188964
17043846209,248580
17043846304,164881
17043846305,97305
17043846307,85817
17043846308,90753
17043846310,72050
17043846311,101796
17043846312,105046
17043846313,153328
17043846314,123784
17043846315,124330
17043846404,104910
17043846405,162929
17043846408,180749
17043846409,176343
17043846410,91850
17043846411,114070
17043846412,123356
17043846413,118710
17043846504,120836
17043846507,115256
17043846509,104470
17043846510,100782
17043846511,93118
17043846513,174852
17043846514,178006
17043846515,94781
17043846517,142638
17043846518,176961
17043846519,108346
17043846521,171689
17043846522,140362
17043846523,165724
17043846524,135679
17043846603,70816
17043846604,100672
17043846701,78117
17043846702,92788
17045070100,75642
17045070200,63248
