GEOID,MeanIncome
17045070300,53106
17045070400,54597
17045070500,68255
17047956900,64440
17047957000,70447
17047957100,60934
17049950100,105510
17049950200,109900
17049950300,74527
17049950400,60030
17049950500,82506
17049950600,90067
17049950700,60550
17049950800,64619
17051950500,61593
17051950600,74194
17051950700,68501
17051950800,52156
17051950900,42590
17051951000,58234
17051951100,65814
17053961600,62358
17053961700,70598
17053961800,66271
17053961900,90895
17053962000,60328
17055040100,65923
17055040200,62937
17055040300,48582
17055040400,54725
17055040500,61944
17055040600,64484
17055040700,66337
17055040800,66163
17055040900,40635
17055041000,40248
17055041100,48931
17055041200,63793
17057952800,63669
17057952900,86241
17057953000,72389
17057953100,61694
17057953200,85177
17057953300,95998
17057953400,61505
17057953500,76992
17057953600,64827
17057953700,62740
17057953800,71889
17057953900,55606
17059972700,69682
17059972800,67240
17061973600,68606
17061973700,52332
17061973800,78155
17061973900,53282
17061974000,73306
17063000102,94538
17063000103,103515
17063000200,98994
17063000300,67065
17063000400,72397
17063000500,98214
17063000600,84447
17063000700,95194
17063000800,97884
17063000900,84306
17065973100,60659
17065973200,71569
17065973300,71759
17067953700,60786
17067953800,79272
17067953900,58881
17067954000,71716
17067954100,77519
17067954200,76453
17067954300,63441
17069970900,63034
17069971000,70594
17071973300,53272
17071973400,89853
17071973500,64403
17073030100,77572
17073030201,105077
17073030202,77788
17073030203,127683
17073030301,79691
17073030302,65954
17073030400,77162
17073030500,80833
17073030600,49729
17073030800,36522
17073030900,52897
17073031000,67607
17073031100,55689
17073031200,79943
17075950100,69306
17075950200,75152
17075950300,71479
17075950400,46261
17075950500,66890
17075950600,62586
17075950700,88400
17075950800,75033
17075950900,63218
17077010100,91468
17077010200,58767
17077010300,81918
17077010400,89727
17077010601,60861
17077010602,50077
17077010700,41279
17077010800,51924
17077010900,63178
17077011001,71018
17077011002,94285
17077011100,23230
17077011200,30537
17077011400,39351
17077011600,105175
17077011701,60368
17077011702,59026
17079977300,75238
17079977400,55375
17079977500,76459
17081050100,70322
17081050200,67294
17081050300,70447
17081050400,70423
17081050500,54491
17081050600,84354
17081050700,75081
17081050800,78505
17081050900,45998
17081051000,52454
17081051100,57853
17083010100,80112
17083010200,84937
17083010300,88626
17083010401,86739
17083010402,73246
17083010500,74862
17085020101,82777
17085020102,62699
17085020200,71664
17085020300,89092
17085020401,100224
17085020402,58498
17085020500,61222
17087977600,85663
17087977700,66517
17087977800,53764
17087980000,N
17089850101,93070
17089850103,133725
17089850105,127139
17089850106,141878
17089850201,83892
17089850202,67729
17089850301,68760
17089850302,70228
17089850400,119910
17089850500,86523
17089850600,132118
17089850703,142087
17089850704,54332
17089850705,149330
17089850706,80444
17089850707,106580
17089850708,104661
17089850709,167511
17089850710,125013
17089850711,251565
17089850800,80152
17089851000,69494
17089851101,72594
17089851102,81741
17089851301,56339
17089851302,69559
17089851400,72363
17089851500,76247
17089851600,69897
17089851801,94394
17089851904,90823
17089851907,112936
17089851908,86533
17089851909,96377
17089851910,102485
17089851911,149206
17089851912,104030
17089851913,112822
17089852001,117909
17089852002,111406
17089852004,181956
17089852005,191418
17089852101,201648
17089852103,172509
17089852104,157745
17089852201,102027
17089852203,103877
17089852204,149227
17089852300,77749
17089852403,110210
17089852404,275303
17089852405,130318
17089852406,162623
17089852407,257781
17089852408,152972
17089852500,113989
17089852606,154632
17089852607,143525
17089852608,151307
17089852700,106437
17089852803,106896
17089852805,113373
17089852806,158570
17089852807,171709
17089852808,116231
17089852903,96799
17089852904,55948
17089852905,55631
17089852906,84987
17089852907,71607
17089853001,86140
17089853004,68725
17089853005,64503
17089853006,74940
17089853007,69527
17089853008,84545
17089853100,80004
17089853200,70656
17089853300,66765
17089853401,67222
17089853402,57796
17089853500,70606
17089853601,93516
17089853602,55686
17089853900,91110
17089854001,99013
17089854002,87204
17089854100,97766
17089854200,66668
17089854301,67333
17089854302,75859
17089854401,53553
17089854402,82508
17089854403,73083
17089854504,134529
17089854505,171491
17089854506,164785
17089854507,133804
17089854508,117331
17089854509,137437
17089854600,60542
17089854700,61142
17089854800,142763
17089854900,78348
17091010100,81178
17091010201,104294
17091010203,81885
17091010204,77625
17091010300,89534
17091010400,111375
17091010500,108685
17091010601,111205
17091010602,81642
17091010701,95941
17091010702,57681
17091010800,68939
17091010900,67256
17091011000,41534
17091011100,69407
17091011200,79134
17091011300,76975
17091011400,50465
17091011500,42880
17091011600,38408
17091011700,37465
17091011800,66266
17091011900,50953
17091012000,62882
17091012100,64070
17091012200,71820
17091012300,41282
17091012400,63867
17091012500,58034
17091012600,89242
17093890103,99920
17093890104,100603
17093890105,114730
17093890106,90114
17093890107,132340
17093890108,132642
17093890201,87771
17093890202,75682
17093890301,136424
17093890302,99728
17093890401,96611
17093890402,141296
17093890403,103441
17093890404,107447
17093890501,91702
17093890502,88189
17093890601,108879
17093890602,134936
17093890701,102088
17093890702,173140
17093890703,107945
17095000100,70811
17095000200,79404
17095000300,57777
17095000400,58554
17095000500,58153
17095000600,61356
17095000700,49964
17095000800,29165
17095000900,37781
17095001000,48011
17095001100,54236
17095001200,72448
17095001300,69730
17095001400,93554
17095001500,50535
17095001600,72325
17097860103,107946
17097860104,89787
17097860105,93954
17097860106,77174
17097860200,71329
17097860301,61171
17097860302,53232
17097860400,91850
17097860500,50211
17097860600,65821
17097860805,106433
17097860806,83963
17097860807,68934
17097860808,101647
17097860809,135252
17097860811,120812
17097860812,141916
17097860813,105904
17097860903,77890
17097860905,89512
17097860906,109945
17097860907,95088
17097860908,66417
17097861007,140067
17097861008,109886
17097861009,134643
17097861010,115728
17097861011,128759
17097861012,86336
17097861013,107837
17097861014,95797
17097861105,113902
17097861106,128365
17097861107,174851
17097861108,121278
17097861201,82813
17097861202,90054
17097861301,69946
17097861303,63023
17097861304,104334
17097861402,86245
17097861403,61415
17097861404,73412
17097861504,94543
17097861505,126896
17097861506,89835
17097861507,90868
17097861508,93310
17097861509,112464
17097861510,111784
17097861603,137172
17097861604,150693
17097861607,91014
17097861608,127156
17097861609,153216
17097861610,148723
17097861611,189870
17097861701,93872
17097861702,90632
17097861803,76305
17097861804,56003
17097861901,72762
17097861902,55374
17097862000,53049
17097862100,65714
17097862200,79836
17097862300,42222
17097862401,42777
17097862402,58684
17097862501,65542
17097862502,87427
17097862603,55945
17097862604,63545
17097862605,34563
17097862700,46575
17097862800,50255
17097862901,52288
17097862902,57647
17097863003,129235
17097863004,46815
17097863005,-
17097863006,-
17097863100,53887
17097863201,68883
17097863202,175542
17097863300,300127
17097863400,288567
17097863500,219604
17097863601,254955
17097863603,244658
17097863604,230067
17097863701,165459
17097863702,127942
17097863801,174533
17097863902,94640
17097863903,183266
17097863904,213331
17097864001,93982
17097864002,78328
17097864105,144131
17097864106,129825
17097864107,151772
17097864108,95409
17097864109,158985
17097864110,90101
17097864203,110477
17097864204,92325
17097864206,81128
17097864207,147069
17097864208,95094
17097864303,198963
17097864305,146717
17097864306,237251
17097864307,181716
17097864308,168732
17097864402,198352
17097864403,226840
17097864407,213186
17097864408,133309
17097864409,110042
17097864410,164571
17097864411,199646
17097864412,187632
17097864510,97870
17097864511,130653
17097864512,211864
17097864513,150737
17097864514,154212
17097864515,199905
17097864516,149480
17097864517,215436
17097864518,184318
17097864519,159104
17097864520,165605
17097864521,161255
17097864522,233670
17097864523,112097
17097864524,145697
17097864601,295593
17097864602,275263
17097864700,271602
17097864801,231180
17097864802,211739
17097864901,248048
17097864903,232913
17097864904,136639
17097865000,327984
17097865200,100925
17097865300,195810
17097865400,146048
17097865501,168756
17097865502,269529
17097865600,368702
17097865700,250113
17097865801,171773
17097865802,257502
17097866000,112181
17097866100,53092
17097866200,200459
17097990000,-
17099961701,88893
17099961702,88068
17099961800,68856
17099961900,87168
17099962000,67299
17099962100,79076
17099962200,102020
17099962300,91660
17099962400,79251
17099962500,75177
17099962600,68062
17099962700,45401
17099962800,72410
17099962900,72479
17099963000,74214
17099963100,83745
17099963200,58742
17099963300,44220
17099963400,68213
17099963500,73365
17099963600,76170
17099963700,75503
17099963800,58135
17099963900,53149
17099964000,101794
17099964100,77145
17099964200,62928
17099964300,55222
17101880700,80096
17101880800,68494
17101880900,71137
17101881000,62316
17101881100,61732
17103000100,81218
17103000200,84198
17103000300,68264
17103000400,79352
17103000500,77948
17103000600,46373
17103000700,76849
17103000800,75615
17103000900,72035
17105960100,73402
17105960200,83316
17105960300,68165
17105960400,82549
17105960500,55030
17105960600,68245
17105960700,82693
17105960800,78697
17105960900,73943
17105961000,69793
17107952900,74287
17107953000,89499
17107953100,57227
17107953200,83312
17107953300,62255
17107953400,90347
17107953500,93062
17107953600,78160
17109010100,54649
17109010200,66156
17109010300,89627
17109010401,25683
17109010402,47967
17109010600,61104
17109010700,71628
17109010900,52763
17109011000,72883
17109011100,56750
17109980000,10660
17111870103,86234
17111870104,106283
17111870105,144156
17111870106,126051
17111870200,86213
17111870301,65245
17111870302,67054
17111870402,92670
17111870403,102508
17111870404,103553
17111870501,133683
17111870502,74550
17111870603,76289
17111870604,99150
17111870605,75926
17111870606,84245
17111870702,132628
17111870703,130874
17111870704,94322
17111870807,132460
17111870808,134319
17111870809,129665
17111870810,122813
17111870811,96965
17111870812,87858
17111870813,112448
17111870814,164369
17111870903,72889
17111870904,80483
17111870905,75365
17111870906,94560
17111870907,116928
17111871003,92718
17111871004,91043
17111871105,117891
17111871107,162861
17111871108,136913
17111871109,131007
17111871110,132735
17111871111,128808
17111871112,141597
17111871113,147911
17111871114,136466
17111871115,88798
17111871201,97067
17111871202,74780
17111871205,93228
17111871206,127592
17111871207,98261
17111871208,112314
17111871209,71246
17111871301,103379
17111871304,95504
17111871305,162267
17111871307,141581
17111871310,122090
17111871311,94949
17111871312,122243
17111871313,81394
17111871402,155157
17111871404,102000
17111871501,88327
17111871502,124302
17111871600,115112
17113000105,106550
17113000106,40137
17113000107,80136
17113000108,43913
17113000109,117277
17113000200,10708
17113000301,56436
17113000302,96625
17113000400,73769
17113000501,51237
17113000502,84464
17113000504,75605
17113000506,163422
17113000507,147994
17113001103,84480
17113001105,93332
17113001106,57062
17113001107,108972
17113001108,108099
17113001200,76235
17113001301,67994
17113001302,57852
17113001303,55747
17113001402,119405
17113001403,64650
17113001404,74372
17113001500,43916
17113001600,42259
17113001700,45997
17113001800,92681
17113002101,67893
17113002102,103266
17113005102,113404
17113005103,238490
17113005104,109649
17113005201,116921
17113005202,102144
17113005401,138140
17113005402,85571
17113005501,82797
17113005502,99239
17113005601,72842
17113005602,73824
17113005700,90454
17113005800,64797
17113005900,45075
17113006000,93899
17115000200,42376
17115000300,45358
17115000400,74985
17115000501,32978
17115000502,41280
17115000600,24758
17115000900,32449
17115001000,48270
17115001100,57070
17115001200,57980
17115001300,100684
17115001400,67594
17115001500,80475
17115001600,70731
17115001700,64991
17115001801,70839
17115001802,58057
17115001900,43286
17115002001,35311
17115002002,45671
17115002100,33112
17115002200,79544
17115002300,94480
17115002401,97643
17115002402,104590
17115002500,99580
17115002601,88095
17115002602,79569
17115002700,86693
17115002800,74312
17115002901,124564
17115002902,77499
17115002904,72511
17115002905,61366
17115002906,38913
17115003000,80044
17115003100,30430
17117956000,61236
17117956100,68812
17117956200,59759
17117956300,98823
17117956400,60890
17117956500,90411
17117956600,81819
17117956700,69721
17117956800,68479
17117956900,63542
17117957000,58791
17117957100,69582
17117957200,58600
17119400101,70481
17119400102,55722
17119400200,46837
17119400600,37185
17119400700,43744
17119400801,73425
17119400802,59503
17119400903,57781
17119400904,64654
17119400951,74802
17119400952,70973
17119401000,64261
17119401101,48728
17119401102,70619
17119401200,67653
17119401300,56675
17119401400,55345
17119401500,53826
17119401701,46039
17119401721,81355
17119401722,78921
17119401800,82310
17119401901,84239
17119401905,73097
17119402000,60182
17119402100,46052
17119402200,67269
17119402300,71127
17119402400,59870
17119402500,64186
17119402600,51418
17119402701,76542
17119402721,83572
17119402722,126999
17119402801,93682
17119402803,134514
17119402804,96091
17119402805,106096
17119402900,95947
17119403001,82817
17119403002,102483
17119403101,90316
17119403121,114559
17119403122,128744
17119403200,62658
17119403300,57214
17119403401,69018
17119403403,72553
17119403404,61244
17119403502,108919
17119403531,87989
17119403532,118782
17119403533,96907
17119403534,104000
17119403601,90662
17119403603,95049
17119403604,74219
17119403701,135435
17119403702,138916
17119403801,102647
17119403802,73676
17119404000,39702
17119404100,57800
17121951600,55733
17121951700,79405
17121951800,54685
17121951900,68613
17121952000,71173
17121952100,50690
17121952200,76043
17121952300,67951
17121952400,71352
17121952500,52025
17121952600,53119
17121952700,45426
17123961100,64484
17123961200,57816
17123961300,69965
17123961400,80819
17123961500,66583
17125956300,80966
17125956400,61439
17125956500,54663
17125956600,66300
17125956700,98832
17125956800,61567
17127970100,75225
17127970200,52726
17127970300,61304
17127970400,42647
17129010100,92791
17129010200,98428
17129010300,84482
17131040100,85915
17131040200,63331
17131040300,59455
17131040400,74364
17133600102,129007
17133600103,111838
17133600104,144297
17133600401,85576
17133600402,106991
17133600501,108323
17133600502,96459
17135957300,70996
17135957400,83942
17135957500,71454
17135957600,91273
17135957700,59740
17135957800,41069
17135957900,63119
17135958000,69093
17137951400,59629
17137951500,80180
17137951600,63080
17137951700,50638
17137951800,69458
17137951900,82649
17137952000,51171
17137952100,68570
17137952200,78689
17137952300,88239
17139976900,85409
17139977000,58726
17139977100,88739
17139977200,64842
17141960700,110039
17141960800,69365
17141960900,59788
17141961001,77041
17141961002,86336
17141961100,64673
17141961200,77868
17141961301,94227
17141961302,100700
17141961400,66110
17141961500,71933
17141961600,57773
17141961700,86033
17143000200,38199
17143000300,37583
17143000600,39446
17143000900,25039
17143001200,34606
17143001300,27745
17143001500,36862
17143001600,35565
17143001800,53428
17143001900,72062
17143002000,95978
17143002100,47240
17143002200,58824
17143002300,74299
17143002400,54175
17143002500,55885
17143002600,76068
17143002701,57932
17143002702,56725
17143002800,58708
17143002900,75771
17143003000,83511
17143003101,82689
17143003103,66732
17143003104,104155
17143003200,70422
17143003300,109429
17143003402,138149
17143003403,130988
17143003404,135340
17143003601,73593
17143003602,70861
17143003700,119590
17143003800,66518
17143003900,163095
17143004000,91686
17143004101,129801
17143004102,46443
17143004200,90246
17143004300,45174
17143004400,58245
17143004500,69467
17143004600,66652
17143004801,94420
17143004802,63880
17143004901,77749
17143004902,84378
17143005000,31425
17143005100,25462
17145030100,69339
17145030200,53917
17145030300,76489
17145030400,62090
17145030500,77146
17145030600,51422
17147954500,102222
17147954600,80819
17147954700,69574
17147954800,86954
17149952400,63299
17149952500,61489
17149952600,67502
17149952700,59210
17149952800,65381
17151971200,60808
17151971300,50152
17153971000,59694
17153971100,44422
17155954500,76350
17155954600,73601
17157950500,66247
17157950600,72396
17157950700,69835
17157950800,70525
17157950900,74809
17157951000,79787
17157951100,64924
17157951201,59854
17157951202,72785
17157951300,71328
17159977900,74287
17159978000,38360
17159978100,64815
17159978200,67909
17159978300,79821
17161020101,82715
17161020102,101885
17161020103,79240
17161020200,56944
17161020301,69635
17161020302,59117
17161020400,76620
17161020600,55351
17161020700,46195
17161020800,74113
17161020900,61819
17161021000,63432
17161021100,89755
17161021200,71197
17161021300,54894
17161021400,58462
17161021500,81406
17161021600,59162
17161021700,57936
17161021800,88653
17161021900,43139
17161022000,110899
17161022100,68379
17161022200,55381
17161022300,44266
17161022600,30322
17161022800,52218
17161022900,71555
17161023000,93792
17161023100,83546
17161023200,68365
17161023300,63275
17161023500,57327
17161023600,37414
17161023700,49948
17161024000,92047
17161024101,112973
17161024102,83459
17161024103,99748
17161024200,76974
17161024300,55350
17161024400,33870
17161024500,51402
17163500400,48635
17163500500,41048
17163500900,25580
17163501100,36986
17163501200,45114
17163501300,43823
17163501400,53493
17163501501,69256
17163501502,67989
17163501602,50729
17163501604,44307
17163501605,78869
17163501606,46974
17163501607,72805
17163501700,56964
17163501801,55224
17163501802,51221
17163501900,71019
17163502100,44809
17163502200,23696
17163502300,43448
17163502401,37805
17163502404,52184
17163502500,57429
17163502602,46355
17163502603,50114
17163502700,31646
17163502800,22126
17163502900,43930
17163503101,87326
17163503102,60603
17163503202,72677
17163503203,102715
17163503211,90803
17163503301,57679
17163503304,75561
17163503322,95781
17163503323,145630
17163503324,89252
17163503332,61499
17163503334,79407
17163503404,150534
17163503411,70584
17163503412,89457
17163503413,69560
17163503414,92133
17163503415,105274
17163503416,58530
17163503800,114937
17163503903,125901
17163503905,94787
17163503906,88103
17163503907,125280
17163503908,84035
17163504001,106405
17163504002,70883
17163504351,112018
17163504352,79838
17163504353,163322
17163504354,80004
17163504355,139516
17163504356,92595
17163504357,88915
17163504358,82572
17163504359,79802
17163504501,29892
17163504502,25474
17163504600,38406
17165955100,54341
17165955500,45357
17165955600,84266
17165955700,76499
17165955800,53008
17165955900,42755
17165956000,50782
17165956100,62296
17165956200,95182
17167000100,63437
17167000201,68192
17167000202,52406
17167000300,48688
17167000400,53310
17167000501,84624
17167000503,55269
17167000504,70408
17167000600,39286
17167000700,47156
17167000800,32423
17167000900,31330
17167001001,120723
17167001003,76534
17167001004,59875
17167001100,72157
17167001200,88238
17167001300,49103
17167001400,52472
17167001600,39576
17167001800,56026
17167001900,46388
17167002001,140216
17167002002,95379
17167002100,114748
17167002200,69107
17167002300,39793
17167002400,40930
17167002500,63607
17167002600,58105
17167002700,56338
17167002801,59293
17167002802,42711
17167002900,81488
17167003000,74259
17167003100,129108
17167003201,111412
17167003202,96546
17167003203,129993
17167003300,76612
17167003400,86123
17167003500,77616
17167003601,110589
17167003602,110161
17167003603,155635
17167003604,118682
17167003701,130727
17167003702,117742
17167003801,66275
17167003802,77300
17167003901,122710
17167003902,100687
17167004000,80267
17167004200,33859
17169970100,69766
17169970200,54333
17169970300,76178
17171970600,73974
17171970700,67756
17173959100,71429
17173959200,69066
17173959300,60326
17173959400,66308
17173959500,75396
17173959600,67214
17175951400,58479
17175951500,78559
17177000100,86190
17177000200,79023
17177000300,74552
17177000400,78633
17177000500,80258
17177000600,70824
17177000700,40168
17177000800,29943
17177000900,55384
17177001000,85284
17177001100,56787
17177001200,49067
17177001300,45860
17179020100,74486
17179020301,83359
17179020302,69569
17179020400,71762
17179020500,72820
17179020600,59168
17179020700,64782
17179020800,51688
17179020900,48577
17179021000,70830
17179021101,53865
17179021102,75877
17179021201,115612
17179021202,103115
17179021203,81439
17179021500,88774
17179021603,122352
17179021604,73308
17179021605,82589
17179021606,109881
17179021701,94334
17179021702,101630
17179021801,70857
17179021802,73781
17179021900,78889
17179022000,84115
17179022100,82590
17179022200,82777
17179022300,102881
17179022400,70012
17181950100,79163
17181950200,62843
17181950300,61613
17181950400,53491
17181950500,74881
17183000100,29003
17183000200,69447
17183000300,35636
17183000400,45620
17183000500,51058
17183000600,32666
17183000700,80086
17183000800,50719
17183000900,58693
17183001200,61258
17183001300,93361
17183010100,79336
17183010200,53935
17183010300,79129
17183010400,73809
17183010500,60643
17183010600,57640
17183010701,59471
17183010702,64720
17183010800,75116
17183010900,66176
17183011000,61196
17183011100,63116
17183011200,46390
17185957200,86547
17185957300,63388
17185957400,58743
17185957500,60148
17187870100,80579
17187870200,67821
17187870300,84090
17187870400,63978
17187870500,64185
17189950100,68071
17189950200,78497
17189950300,66588
17189950400,87068
17191954900,69272
17191955000,63786
17191955100,56172
17191955200,56503
17191955300,58296
17193958000,48800
17193958100,62013
17193958200,61508
17193958300,63376
17193958400,66138
17195000100,93493
17195000200,93224
17195000300,72811
17195000400,86049
17195000500,65930
17195000600,75129
17195000700,78733
17195000800,82553
17195000900,96419
17195001000,50267
17195001101,95852
17195001102,51650
17195001200,63775
17195001300,60800
17195001400,73713
17195001500,66401
17195001600,60204
17195001700,52820
17195001800,80815
17197880105,93666
17197880106,84055
17197880107,76461
17197880109,108990
17197880111,89590
17197880112,96973
17197880113,64221
17197880114,59043
17197880115,72783
17197880116,112679
17197880117,64773
17197880118,200941
17197880119,173338
17197880122,149907
17197880123,147114
17197880124,117915
17197880125,152526
17197880202,88991
17197880203,88659
17197880204,78691
17197880303,153347
17197880304,179763
17197880305,219590
17197880307,126890
17197880309,196531
17197880314,203500
17197880315,162807
17197880316,257369
17197880317,181818
17197880318,160791
17197880319,176222
17197880320,166253
17197880321,124275
17197880322,235973
17197880323,210486
17197880324,142404
17197880325,122830
17197880326,136844
17197880408,91567
17197880411,124822
17197880412,97904
17197880414,93737
17197880416,124326
17197880417,97798
17197880418,129624
17197880421,127605
17197880422,131853
17197880423,97439
17197880424,162572
17197880425,104336
17197880426,100652
17197880427,90497
17197880428,103371
17197880429,124549
17197880430,122061
17197880431,104344
17197880432,113986
17197880502,90375
17197880503,72145
17197880508,113171
17197880509,85122
17197880510,64539
17197880511,123149
17197880601,103752
17197880602,77863
17197880701,73101
17197880702,64766
17197880901,65713
17197880903,56732
17197880905,57177
17197881001,113544
17197881002,120963
17197881005,118587
17197881006,116947
17197881007,153476
17197881009,117299
17197881010,119578
17197881011,119610
17197881012,122747
17197881105,155171
17197881107,108050
17197881108,111517
17197881109,120533
17197881111,103663
17197881112,145680
17197881113,140765
17197881115,121723
17197881116,149659
17197881201,51704
17197881202,77618
17197881301,57481
17197881302,45506
17197881401,61459
17197881402,69375
17197881500,80521
17197881601,77159
17197881603,52463
17197881604,67067
17197881700,87626
17197881800,67816
17197881900,36505
17197882000,40379
17197882100,67285
17197882200,55083
17197882300,57632
17197882400,59780
17197882500,46162
17197882601,66049
17197882602,59080
17197882701,94603
17197882702,72337
17197882801,60016
17197882802,50688
17197882900,70693
17197883000,60424
17197883100,68245
17197883206,92355
17197883208,67104
17197883209,90320
17197883210,106101
17197883211,97691
17197883212,139501
17197883213,112518
17197883214,91316
17197883216,121983
17197883217,100792
17197883218,121053
17197883219,105758
17197883303,135845
17197883304,110405
17197883305,111926
17197883306,112423
17197883307,100852
17197883401,68721
17197883402,82570
17197883504,134967
17197883505,150991
17197883507,117062
17197883509,114236
17197883510,121904
17197883511,109426
17197883513,116865
17197883514,133144
17197883515,146381
17197883516,160839
17197883517,119770
17197883519,108947
17197883521,122752
17197883522,118936
17197883602,94669
17197883603,74183
17197883605,56994
17197883606,88961
17197883700,58796
17197883803,48080
17197883804,74926
17197883806,104297
17197883808,84035
17197883809,69801
17197883810,167766
17197883811,88490
17197883902,95942
17197883903,102339
17197883904,79317
17197884003,88145
17197884004,81497
17197884005,91944
17197884006,78824
17197884101,83742
17197884103,88561
17197980000,-
17197980100,152505
17199020100,52522
17199020201,70190
17199020202,101180
17199020300,73992
17199020400,54567
17199020500,61639
17199020600,63794
17199020700,60269
17199020801,64756
17199020802,74220
17199020900,74878
17199021001,54389
17199021002,137852
17199021003,61933
17199021100,40015
17199021200,61607
17199021300,81758
17199021400,79920
17201000101,73979
17201000103,74605
17201000104,52613
17201000105,73960
17201000200,58057
17201000300,58910
17201000401,86788
17201000402,85422
17201000403,105093
17201000501,74557
17201000502,62564
17201000506,99569
17201000507,77068
17201000510,125390
17201000511,116983
17201000512,83991
17201000513,69723
17201000514,98966
17201000515,97157
17201000516,103185
17201000600,82121
17201000700,75973
17201000800,43768
17201001000,21650
17201001100,33448
17201001200,24397
17201001300,49206
17201001400,52224
17201001500,59892
17201001600,40929
17201001700,60435
17201001800,43131
17201001900,57001
17201002000,37489
17201002100,31372
17201002200,46410
17201002301,49174
17201002302,53409
17201002400,35620
17201002500,43009
17201002600,20731
17201002700,44110
17201002800,35100
17201002900,30700
17201003000,94643
17201003100,39728
17201003200,34990
17201003300,44820
17201003400,52342
17201003500,78645
17201003601,72994
17201003602,47891
17201003604,44824
17201003605,41496
17201003606,73553
17201003705,101595
17201003706,80637
17201003707,60976
17201003708,52854
17201003709,43882
17201003710,79655
17201003711,79142
17201003801,91567
17201003805,88824
17201003806,117964
17201003808,80974
17201003809,58445
17201003810,93160
17201003811,102310
17201003901,115747
17201003903,133504
17201003904,79757
17201004002,78817
17201004003,49340
17201004004,65912
17201004005,102678
17201004100,91955
17201004200,94615
17201004300,102593
17201980000,N
17203030100,74544
17203030200,76080
17203030300,78624
17203030400,104773
17203030501,132605
17203030502,77097
17203030601,76168
17203030602,109657
17203030700,97062
